,ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal,Sport_Rank,Has_Previous_Medal
43509,1016,"Rebecca Lauren ""Beckie"" Downie",F,24.0,156.0,55.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Balance Beam,,14,False
43510,1017,"Elissa Rebecca Louis ""Ellie"" Downie",F,17.0,162.0,60.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Individual All-Around,,14,False
43511,1018,"Elissa Rebecca Louis ""Ellie"" Downie",F,17.0,162.0,60.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Team All-Around,,14,False
43512,1019,"Elissa Rebecca Louis ""Ellie"" Downie",F,17.0,162.0,60.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Floor Exercise,,14,False
43513,1020,"Elissa Rebecca Louis ""Ellie"" Downie",F,17.0,162.0,60.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Horse Vault,,14,False
43514,1021,"Elissa Rebecca Louis ""Ellie"" Downie",F,17.0,162.0,60.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Uneven Bars,,14,False
43515,1022,"Elissa Rebecca Louis ""Ellie"" Downie",F,17.0,162.0,60.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Balance Beam,,14,False
43571,1023, Th Ngn Thng,F,19.0,147.0,47.0,Vietnam,VIE,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Women's Individual All-Around,,14,False
43572,1024, Th Ngn Thng,F,19.0,147.0,47.0,Vietnam,VIE,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Women's Floor Exercise,,14,False
43573,1025, Th Ngn Thng,F,19.0,147.0,47.0,Vietnam,VIE,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Women's Horse Vault,,14,False
43574,1026, Th Ngn Thng,F,19.0,147.0,47.0,Vietnam,VIE,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Women's Uneven Bars,,14,False
43575,1027, Th Ngn Thng,F,19.0,147.0,47.0,Vietnam,VIE,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Women's Balance Beam,,14,False
43576,1028, Th Ngn Thng,F,23.0,147.0,47.0,Vietnam,VIE,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Women's Uneven Bars,,14,False
43577,1029, Th Ngn Thng,F,23.0,147.0,47.0,Vietnam,VIE,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Women's Balance Beam,,14,False
43638,1030,Gabriela Drgoi,F,15.0,146.0,37.0,Romania,ROU,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Women's Individual All-Around,,14,False
43639,1031,Gabriela Drgoi,F,15.0,146.0,37.0,Romania,ROU,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Women's Team All-Around,Bronze,14,False
43640,1032,Gabriela Drgoi,F,15.0,146.0,37.0,Romania,ROU,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Women's Floor Exercise,,14,False
43641,1033,Gabriela Drgoi,F,15.0,146.0,37.0,Romania,ROU,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Women's Uneven Bars,,14,False
43642,1034,Gabriela Drgoi,F,15.0,146.0,37.0,Romania,ROU,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Women's Balance Beam,,14,False
43655,1035,Marian Drgulescu,M,19.0,163.0,64.0,Romania,ROU,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Individual All-Around,,14,False
43656,1036,Marian Drgulescu,M,19.0,163.0,64.0,Romania,ROU,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Team All-Around,,14,False
43657,1037,Marian Drgulescu,M,19.0,163.0,64.0,Romania,ROU,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Floor Exercise,,14,False
43658,1038,Marian Drgulescu,M,19.0,163.0,64.0,Romania,ROU,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Horse Vault,,14,False
43659,1039,Marian Drgulescu,M,19.0,163.0,64.0,Romania,ROU,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Parallel Bars,,14,False
43660,1040,Marian Drgulescu,M,19.0,163.0,64.0,Romania,ROU,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Horizontal Bar,,14,False
43661,1041,Marian Drgulescu,M,19.0,163.0,64.0,Romania,ROU,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Rings,,14,False
43662,1042,Marian Drgulescu,M,19.0,163.0,64.0,Romania,ROU,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Pommelled Horse,,14,False
43663,1043,Marian Drgulescu,M,23.0,163.0,64.0,Romania,ROU,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Individual All-Around,,14,False
43664,1044,Marian Drgulescu,M,23.0,163.0,64.0,Romania,ROU,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Team All-Around,Bronze,14,False
43665,1045,Marian Drgulescu,M,23.0,163.0,64.0,Romania,ROU,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Floor Exercise,Silver,14,False
43666,1046,Marian Drgulescu,M,23.0,163.0,64.0,Romania,ROU,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Horse Vault,Bronze,14,False
43667,1047,Marian Drgulescu,M,23.0,163.0,64.0,Romania,ROU,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Parallel Bars,,14,False
43668,1048,Marian Drgulescu,M,23.0,163.0,64.0,Romania,ROU,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Horizontal Bar,,14,False
43669,1049,Marian Drgulescu,M,23.0,163.0,64.0,Romania,ROU,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Rings,,14,False
43670,1050,Marian Drgulescu,M,23.0,163.0,64.0,Romania,ROU,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Pommelled Horse,,14,False
43671,1051,Marian Drgulescu,M,27.0,163.0,64.0,Romania,ROU,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Men's Individual All-Around,,14,True
43672,1052,Marian Drgulescu,M,27.0,163.0,64.0,Romania,ROU,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Men's Team All-Around,,14,True
43673,1053,Marian Drgulescu,M,27.0,163.0,64.0,Romania,ROU,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Men's Floor Exercise,,14,True
43674,1054,Marian Drgulescu,M,27.0,163.0,64.0,Romania,ROU,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Men's Horse Vault,,14,True
43675,1055,Marian Drgulescu,M,27.0,163.0,64.0,Romania,ROU,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Men's Horizontal Bar,,14,True
43676,1056,Marian Drgulescu,M,35.0,163.0,64.0,Romania,ROU,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Floor Exercise,,14,True
43677,1057,Marian Drgulescu,M,35.0,163.0,64.0,Romania,ROU,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Horse Vault,,14,True
43678,1058,Marian Drgulescu,M,35.0,163.0,64.0,Romania,ROU,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Horizontal Bar,,14,True
43823,1059,Dmitry Nikolayevich Drevin,M,18.0,170.0,59.0,Russia,RUS,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Individual All-Around,,14,False
43824,1060,Dmitry Nikolayevich Drevin,M,18.0,170.0,59.0,Russia,RUS,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Team All-Around,Bronze,14,False
43825,1061,Dmitry Nikolayevich Drevin,M,18.0,170.0,59.0,Russia,RUS,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Floor Exercise,,14,False
43874,1062,Abel Driggs Santos,M,28.0,170.0,74.0,Cuba,CUB,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Individual All-Around,,14,False
43875,1063,Abel Driggs Santos,M,28.0,170.0,74.0,Cuba,CUB,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Floor Exercise,,14,False
43876,1064,Abel Driggs Santos,M,28.0,170.0,74.0,Cuba,CUB,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Horse Vault,,14,False
43877,1065,Abel Driggs Santos,M,28.0,170.0,74.0,Cuba,CUB,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Parallel Bars,,14,False
43878,1066,Abel Driggs Santos,M,28.0,170.0,74.0,Cuba,CUB,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Horizontal Bar,,14,False
43879,1067,Abel Driggs Santos,M,28.0,170.0,74.0,Cuba,CUB,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Rings,,14,False
43880,1068,Abel Driggs Santos,M,28.0,170.0,74.0,Cuba,CUB,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Pommelled Horse,,14,False
44463,1069,Youna Dufournet,F,18.0,160.0,56.0,France,FRA,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Women's Team All-Around,,14,False
44464,1070,Youna Dufournet,F,18.0,160.0,56.0,France,FRA,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Women's Uneven Bars,,14,False
44465,1071,Youna Dufournet,F,18.0,160.0,56.0,France,FRA,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Women's Balance Beam,,14,False
44481,1072,Laetitia Dugain,F,15.0,160.0,52.0,France,FRA,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Women's Individual All-Around,,14,False
44482,1073,Laetitia Dugain,F,15.0,160.0,52.0,France,FRA,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Women's Team All-Around,,14,False
44483,1074,Laetitia Dugain,F,15.0,160.0,52.0,France,FRA,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Women's Floor Exercise,,14,False
44484,1075,Laetitia Dugain,F,15.0,160.0,52.0,France,FRA,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Women's Uneven Bars,,14,False
44485,1076,Laetitia Dugain,F,15.0,160.0,52.0,France,FRA,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Women's Balance Beam,,14,False
45717,1077,Lisa Ecker,F,23.0,157.0,55.0,Austria,AUT,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Individual All-Around,,14,False
45718,1078,Lisa Ecker,F,23.0,157.0,55.0,Austria,AUT,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Floor Exercise,,14,False
45719,1079,Lisa Ecker,F,23.0,157.0,55.0,Austria,AUT,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Uneven Bars,,14,False
45720,1080,Lisa Ecker,F,23.0,157.0,55.0,Austria,AUT,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Balance Beam,,14,False
45767,1081,Ludovico Edalli,M,22.0,165.0,57.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Individual All-Around,,14,False
45768,1082,Ludovico Edalli,M,22.0,165.0,57.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Floor Exercise,,14,False
45769,1083,Ludovico Edalli,M,22.0,165.0,57.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Parallel Bars,,14,False
45770,1084,Ludovico Edalli,M,22.0,165.0,57.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Horizontal Bar,,14,False
45771,1085,Ludovico Edalli,M,22.0,165.0,57.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Rings,,14,False
45772,1086,Ludovico Edalli,M,22.0,165.0,57.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Pommelled Horse,,14,False
46833,1087,Mohamed Sherif El-Saharty,M,21.0,165.0,68.0,Egypt,EGY,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Individual All-Around,,14,False
46834,1088,Mohamed Sherif El-Saharty,M,21.0,165.0,68.0,Egypt,EGY,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Floor Exercise,,14,False
46835,1089,Mohamed Sherif El-Saharty,M,21.0,165.0,68.0,Egypt,EGY,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Horse Vault,,14,False
46836,1090,Mohamed Sherif El-Saharty,M,21.0,165.0,68.0,Egypt,EGY,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Parallel Bars,,14,False
46837,1091,Mohamed Sherif El-Saharty,M,21.0,165.0,68.0,Egypt,EGY,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Horizontal Bar,,14,False
46838,1092,Mohamed Sherif El-Saharty,M,21.0,165.0,68.0,Egypt,EGY,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Rings,,14,False
46839,1093,Mohamed Sherif El-Saharty,M,21.0,165.0,68.0,Egypt,EGY,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Pommelled Horse,,14,False
46844,1094,Salma Mahmoud El-Said Mohamed,F,20.0,155.0,50.0,Egypt,EGY,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Women's Individual All-Around,,14,False
46845,1095,Salma Mahmoud El-Said Mohamed,F,20.0,155.0,50.0,Egypt,EGY,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Women's Floor Exercise,,14,False
46846,1096,Salma Mahmoud El-Said Mohamed,F,20.0,155.0,50.0,Egypt,EGY,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Women's Uneven Bars,,14,False
46847,1097,Salma Mahmoud El-Said Mohamed,F,20.0,155.0,50.0,Egypt,EGY,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Women's Balance Beam,,14,False
46906,1098,Sherine Ahmed El-Zeiny,F,17.0,162.0,50.0,Egypt,EGY,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Women's Individual All-Around,,14,False
46907,1099,Sherine Ahmed El-Zeiny,F,17.0,162.0,50.0,Egypt,EGY,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Women's Floor Exercise,,14,False
46908,1100,Sherine Ahmed El-Zeiny,F,17.0,162.0,50.0,Egypt,EGY,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Women's Uneven Bars,,14,False
46909,1101,Sherine Ahmed El-Zeiny,F,17.0,162.0,50.0,Egypt,EGY,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Women's Balance Beam,,14,False
46910,1102,Sherine Ahmed El-Zeiny,F,21.0,162.0,50.0,Egypt,EGY,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Women's Floor Exercise,,14,False
46911,1103,Sherine Ahmed El-Zeiny,F,21.0,162.0,50.0,Egypt,EGY,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Women's Balance Beam,,14,False
46912,1104,Sherine Ahmed El-Zeiny,F,25.0,162.0,50.0,Egypt,EGY,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Individual All-Around,,14,False
46913,1105,Sherine Ahmed El-Zeiny,F,25.0,162.0,50.0,Egypt,EGY,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Floor Exercise,,14,False
46914,1106,Sherine Ahmed El-Zeiny,F,25.0,162.0,50.0,Egypt,EGY,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Uneven Bars,,14,False
46915,1107,Sherine Ahmed El-Zeiny,F,25.0,162.0,50.0,Egypt,EGY,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Balance Beam,,14,False
47418,1108,Anne-Sophie Endeler,F,16.0,152.0,49.0,France,FRA,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Individual All-Around,,14,False
47419,1109,Anne-Sophie Endeler,F,16.0,152.0,49.0,France,FRA,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Team All-Around,,14,False
47420,1110,Anne-Sophie Endeler,F,16.0,152.0,49.0,France,FRA,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Floor Exercise,,14,False
47421,1111,Anne-Sophie Endeler,F,16.0,152.0,49.0,France,FRA,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Horse Vault,,14,False
47422,1112,Anne-Sophie Endeler,F,16.0,152.0,49.0,France,FRA,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Balance Beam,,14,False
47799,1113,Tina Erceg,F,20.0,162.0,51.0,Croatia,CRO,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Women's Individual All-Around,,14,False
47800,1114,Tina Erceg,F,20.0,162.0,51.0,Croatia,CRO,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Women's Floor Exercise,,14,False
47801,1115,Tina Erceg,F,20.0,162.0,51.0,Croatia,CRO,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Women's Horse Vault,,14,False
47802,1116,Tina Erceg,F,20.0,162.0,51.0,Croatia,CRO,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Women's Uneven Bars,,14,False
47803,1117,Tina Erceg,F,20.0,162.0,51.0,Croatia,CRO,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Women's Balance Beam,,14,False
47804,1118,Tina Erceg,F,24.0,162.0,51.0,Croatia,CRO,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Women's Individual All-Around,,14,False
47805,1119,Tina Erceg,F,24.0,162.0,51.0,Croatia,CRO,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Women's Floor Exercise,,14,False
47806,1120,Tina Erceg,F,24.0,162.0,51.0,Croatia,CRO,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Women's Horse Vault,,14,False
47807,1121,Tina Erceg,F,24.0,162.0,51.0,Croatia,CRO,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Women's Uneven Bars,,14,False
47808,1122,Tina Erceg,F,24.0,162.0,51.0,Croatia,CRO,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Women's Balance Beam,,14,False
47859,1123,Alexandra Georgiana Maria Eremia,F,17.0,149.0,38.0,Romania,ROU,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Women's Individual All-Around,,14,False
47860,1124,Alexandra Georgiana Maria Eremia,F,17.0,149.0,38.0,Romania,ROU,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Women's Team All-Around,Gold,14,False
47861,1125,Alexandra Georgiana Maria Eremia,F,17.0,149.0,38.0,Romania,ROU,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Women's Floor Exercise,,14,False
47862,1126,Alexandra Georgiana Maria Eremia,F,17.0,149.0,38.0,Romania,ROU,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Women's Uneven Bars,,14,False
47863,1127,Alexandra Georgiana Maria Eremia,F,17.0,149.0,38.0,Romania,ROU,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Women's Balance Beam,Bronze,14,False
48258,1128,Catalina Elena Escobar Gmez,F,25.0,156.0,50.0,Colombia,COL,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Individual All-Around,,14,False
48259,1129,Catalina Elena Escobar Gmez,F,25.0,156.0,50.0,Colombia,COL,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Floor Exercise,,14,False
48260,1130,Catalina Elena Escobar Gmez,F,25.0,156.0,50.0,Colombia,COL,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Uneven Bars,,14,False
48261,1131,Catalina Elena Escobar Gmez,F,25.0,156.0,50.0,Colombia,COL,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Balance Beam,,14,False
49230,1132,Matthias Fahrig,M,18.0,165.0,55.0,Germany,GER,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Individual All-Around,,14,False
49231,1133,Matthias Fahrig,M,18.0,165.0,55.0,Germany,GER,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Team All-Around,,14,False
49232,1134,Matthias Fahrig,M,18.0,165.0,55.0,Germany,GER,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Floor Exercise,,14,False
49233,1135,Matthias Fahrig,M,18.0,165.0,55.0,Germany,GER,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Horse Vault,,14,False
49234,1136,Matthias Fahrig,M,18.0,165.0,55.0,Germany,GER,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Parallel Bars,,14,False
49235,1137,Matthias Fahrig,M,18.0,165.0,55.0,Germany,GER,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Horizontal Bar,,14,False
49534,1138,Fan Ye,F,27.0,176.0,72.0,China,CHN,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Women's Individual All-Around,,14,False
49535,1139,Fan Ye,F,27.0,176.0,72.0,China,CHN,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Women's Team All-Around,,14,False
49536,1140,Fan Ye,F,27.0,176.0,72.0,China,CHN,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Women's Floor Exercise,,14,False
49537,1141,Fan Ye,F,27.0,176.0,72.0,China,CHN,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Women's Uneven Bars,,14,False
49538,1142,Fan Ye,F,27.0,176.0,72.0,China,CHN,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Women's Balance Beam,,14,False
49539,1143,Fan Yilin,F,16.0,148.0,37.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Team All-Around,Bronze,14,False
49540,1144,Fan Yilin,F,16.0,148.0,37.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Floor Exercise,,14,False
49541,1145,Fan Yilin,F,16.0,148.0,37.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Uneven Bars,,14,False
49542,1146,Fan Yilin,F,16.0,148.0,37.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Balance Beam,,14,False
49885,1147,Erika Fasana,F,16.0,155.0,50.0,Italy,ITA,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Women's Individual All-Around,,14,False
49886,1148,Erika Fasana,F,16.0,155.0,50.0,Italy,ITA,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Women's Team All-Around,,14,False
49887,1149,Erika Fasana,F,16.0,155.0,50.0,Italy,ITA,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Women's Floor Exercise,,14,False
49888,1150,Erika Fasana,F,16.0,155.0,50.0,Italy,ITA,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Women's Uneven Bars,,14,False
49889,1151,Erika Fasana,F,16.0,155.0,50.0,Italy,ITA,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Women's Balance Beam,,14,False
49890,1152,Erika Fasana,F,20.0,155.0,50.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Team All-Around,,14,False
49891,1153,Erika Fasana,F,20.0,155.0,50.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Floor Exercise,,14,False
49892,1154,Erika Fasana,F,20.0,155.0,50.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Uneven Bars,,14,False
49893,1155,Erika Fasana,F,20.0,155.0,50.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Balance Beam,,14,False
50239,1156,Sergey Fedorchenko,M,25.0,173.0,68.0,Kazakhstan,KAZ,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Individual All-Around,,14,False
50240,1157,Sergey Fedorchenko,M,25.0,173.0,68.0,Kazakhstan,KAZ,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Horse Vault,,14,False
50241,1158,Sergey Fedorchenko,M,25.0,173.0,68.0,Kazakhstan,KAZ,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Horizontal Bar,,14,False
50242,1159,Sergey Fedorchenko,M,25.0,173.0,68.0,Kazakhstan,KAZ,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Pommelled Horse,,14,False
50557,1160,Feng Zhe,M,24.0,160.0,58.0,China,CHN,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Team All-Around,Gold,14,False
50558,1161,Feng Zhe,M,24.0,160.0,58.0,China,CHN,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Floor Exercise,,14,False
